gen,time,view,point,coord1,coord2
1,5.000,xz,17,0.064480,1.015533
1,5.000,xz,18,0.058660,1.082094
1,5.000,xz,19,0.058660,1.082094
1,5.000,xz,20,0.053808,1.131948
1,5.000,xz,21,0.047201,1.181548
1,5.000,xz,22,0.032552,1.314228
1,5.000,xz,23,0.031398,1.330899
1,5.000,xz,24,0.022769,1.481060
1,5.000,xz,25,0.019583,1.531084
1,5.000,xz,26,0.018346,1.547743
1,5.000,xz,27,0.016851,1.564372
1,5.000,xz,28,0.009412,1.714406
1,5.000,xz,29,0.010222,1.731099
1,5.000,xz,30,0.011401,1.747760
1,5.000,xz,31,0.012932,1.764383
1,5.000,xz,32,0.037025,2.013148
1,5.000,xz,33,0.037599,2.029855
1,5.000,xz,34,0.039971,2.096680
1,5.000,xz,35,0.043046,2.163459
1,5.000,xz,36,0.045128,2.196804
1,5.000,xz,37,0.046229,2.213470
1,5.000,xz,38,0.045249,2.296788
1,5.000,xz,39,-0.031483,2.475405
1,5.000,xz,40,-0.039596,2.489242
1,5.000,xz,41,-0.056110,2.516739
1,5.000,xz,42,-0.056110,2.516739
1,5.000,xz,43,-0.095856,2.586786
1,5.000,xz,44,-0.138315,2.655098
1,5.000,xz,45,-0.147005,2.668663
1,5.000,xz,46,-0.172720,2.709679
1,5.000,xz,47,-0.181135,2.723510
1,5.000,xz,48,-0.197643,2.751460
1,5.000,xz,49,-0.303487,2.891770
1,5.000,xz,50,-0.359921,2.948773
1,5.000,xz,51,-0.392015,2.985098
1,5.000,xz,52,-0.466602,3.109569
1,5.000,xz,53,-0.483286,3.155906
1,5.000,xz,54,-0.497407,3.203339
1,5.000,xz,55,-0.505922,3.235307
1,5.000,xz,56,-0.515156,3.267033
1,5.000,xz,57,-0.548962,3.359783
1,5.000,xz,58,-0.569508,3.404351
1,5.000,xz,59,-0.576775,3.418972
1,5.000,xz,60,-0.598201,3.463189
1,5.000,xz,61,-0.636690,3.624423
1,5.000,xz,62,-0.640002,3.640725
1,5.000,xz,63,-0.650927,3.706440
1,5.000,xz,64,-0.654363,3.739649
1,5.000,xz,65,-0.654363,3.739649
1,5.000,xz,66,-0.656306,3.773019
1,5.000,xz,67,-0.652526,3.906533
1,5.000,xz,68,-0.643117,3.972493
1,5.000,xz,69,-0.623666,4.052977
1,5.000,xz,70,-0.582001,4.178484
1,5.000,xz,71,-0.576513,4.194087
1,5.000,xz,72,-0.551291,4.254987
1,5.000,xz,73,-0.466067,4.371697
1,5.000,xz,74,-0.454701,4.382718
1,5.000,xz,75,-0.420202,4.414975
1,5.000,xz,76,-0.387122,4.448175
1,5.000,xz,77,-0.365887,4.471160
1,5.000,xz,78,-0.266986,4.592639
1,5.000,xz,79,-0.257562,4.605330
1,5.000,xz,80,-0.257562,4.605330
1,5.000,yz,1,0.000000,0.000000
1,5.000,yz,2,-0.001234,0.033316
1,5.000,yz,3,-0.001234,0.033316
1,5.000,yz,4,-0.006399,0.216896
1,5.000,yz,5,-0.007675,0.250226
1,5.000,yz,6,-0.008801,0.283581
1,5.000,yz,7,-0.011641,0.417211
1,5.000,yz,8,-0.011945,0.433921
1,5.000,yz,9,-0.013870,0.517427
1,5.000,yz,10,-0.016576,0.584059
1,5.000,yz,11,-0.019693,0.633784
1,5.000,yz,12,-0.026492,0.716063
1,5.000,yz,13,-0.034315,0.831869
1,5.000,yz,14,-0.035866,0.881917
1,5.000,yz,15,-0.035921,0.898637
1,5.000,yz,16,-0.034618,0.982193
1,5.000,yz,17,-0.033369,1.015533
1,5.000,yz,18,-0.031076,1.065467
1,5.000,yz,19,-0.023903,1.181548
1,5.000,yz,20,-0.021476,1.214605
1,5.000,yz,21,-0.019148,1.247712
1,5.000,yz,22,-0.012616,1.397607
1,5.000,yz,23,-0.012616,1.397607
1,5.000,yz,24,-0.012616,1.397607
1,5.000,yz,25,-0.012616,1.397607
1,5.000,yz,26,-0.010452,1.464368
1,5.000,yz,27,-0.001348,1.714406
1,5.000,yz,28,-0.001880,1.731099
1,5.000,yz,29,-0.001880,1.731099
1,5.000,yz,30,-0.002638,1.747760
1,5.000,yz,31,-0.003620,1.764383
1,5.000,yz,32,-0.009196,1.830481
1,5.000,yz,33,-0.019845,1.996438
1,5.000,yz,34,-0.020658,2.029855
1,5.000,yz,35,-0.020658,2.029855
1,5.000,yz,36,-0.026919,2.213470
1,5.000,yz,37,-0.028217,2.263554
1,5.000,yz,38,-0.008198,2.390103
1,5.000,yz,39,-0.004259,2.404651
1,5.000,yz,40,-0.004259,2.404651
1,5.000,yz,41,0.008240,2.447442
1,5.000,yz,42,0.031416,2.516739
1,5.000,yz,43,0.049552,2.572743
1,5.000,yz,44,0.081126,2.668663
1,5.000,yz,45,0.081126,2.668663
1,5.000,yz,46,0.127554,2.819660
1,5.000,yz,47,0.132372,2.832503
1,5.000,yz,48,0.181892,2.948773
1,5.000,yz,49,0.190491,2.972726
1,5.000,yz,50,0.190491,2.972726
1,5.000,yz,51,0.194773,2.985098
1,5.000,yz,52,0.194773,2.985098
1,5.000,yz,53,0.225032,3.079778
1,5.000,yz,54,0.235711,3.124821
1,5.000,yz,55,0.247416,3.187446
1,5.000,yz,56,0.254934,3.235307
1,5.000,yz,57,0.260082,3.267033
1,5.000,yz,58,0.277699,3.359783
1,5.000,yz,59,0.298632,3.448237
1,5.000,yz,60,0.306885,3.494209
1,5.000,yz,61,0.310946,3.526272
1,5.000,yz,62,0.310946,3.526272
1,5.000,yz,63,0.327600,3.706440
1,5.000,yz,64,0.329427,3.739649
1,5.000,yz,65,0.329427,3.739649
1,5.000,yz,66,0.328292,3.906533
1,5.000,yz,67,0.318816,4.005043
1,5.000,yz,68,0.311534,4.052977
1,5.000,yz,69,0.296299,4.147131
1,5.000,yz,70,0.293824,4.162828
1,5.000,yz,71,0.291358,4.178484
1,5.000,yz,72,0.280793,4.240094
1,5.000,yz,73,0.277796,4.254987
1,5.000,yz,74,0.267064,4.297644
1,5.000,yz,75,0.263102,4.311156
1,5.000,yz,76,0.210844,4.425820
1,5.000,yz,77,0.198886,4.448175
1,5.000,yz,78,0.157719,4.531383
1,5.000,yz,79,0.134188,4.580163
1,5.000,yz,80,0.123178,4.605330
1,7.000,xz,1,0.000000,0.000000
1,7.000,xz,2,0.000000,0.000000
1,7.000,xz,3,0.014571,0.205582
1,7.000,xz,4,0.017356,0.264420
1,7.000,xz,5,0.025369,0.499928
1,7.000,xz,6,0.036739,0.676222
1,7.000,xz,7,0.039901,0.705484
1,7.000,xz,8,0.039901,0.705484
1,7.000,xz,9,0.043089,0.734743
1,7.000,xz,10,0.056858,0.881279
1,7.000,xz,11,0.059440,0.910608
1,7.000,xz,12,0.095852,1.232172
1,7.000,xz,13,0.113160,1.348559
1,7.000,xz,14,0.126629,1.495084
1,7.000,xz,15,0.126629,1.495084
1,7.000,xz,16,0.127231,1.524531
1,7.000,xz,17,0.127014,1.583446
1,7.000,xz,18,0.116936,1.789326
1,7.000,xz,19,0.099059,2.024211
1,7.000,xz,20,0.096548,2.053545
1,7.000,xz,21,0.076327,2.288163
1,7.000,xz,22,0.075930,2.317615
1,7.000,xz,23,0.078106,2.405934
1,7.000,xz,24,0.089465,2.641286
1,7.000,xz,25,0.091079,2.670696
1,7.000,xz,26,0.093597,2.729550
1,7.000,xz,27,0.103366,2.994418
1,7.000,xz,28,0.109851,3.052949
1,7.000,xz,29,0.146581,3.255555
1,7.000,xz,30,0.146581,3.255555
1,7.000,xz,31,0.168690,3.371091
1,7.000,xz,32,0.182058,3.488031
1,7.000,xz,33,0.209597,3.781084
1,7.000,xz,34,0.213369,3.810267
1,7.000,xz,35,0.217183,3.839444
1,7.000,xz,36,0.217183,3.839444
1,7.000,xz,37,0.220779,3.868653
1,7.000,xz,38,0.227439,4.073703
1,7.000,xz,39,0.129045,4.317501
1,7.000,xz,40,0.115604,4.343544
1,7.000,xz,41,0.115604,4.343544
1,7.000,xz,42,0.101900,4.369444
1,7.000,xz,43,0.046697,4.472814
1,7.000,xz,44,-0.080845,4.703956
1,7.000,xz,45,-0.171104,4.854957
1,7.000,xz,46,-0.185322,4.880629
1,7.000,xz,47,-0.292261,5.055352
1,7.000,xz,48,-0.292261,5.055352
1,7.000,xz,49,-0.309907,5.078532
1,7.000,xz,50,-0.384553,5.168026
1,7.000,xz,51,-0.515383,5.324397
1,7.000,xz,52,-0.561317,5.399036
1,7.000,xz,53,-0.618904,5.533314
1,7.000,xz,54,-0.651235,5.676576
1,7.000,xz,55,-0.658236,5.735032
1,7.000,xz,56,-0.661254,5.764320
1,7.000,xz,57,-0.666894,5.822937
1,7.000,xz,58,-0.680350,5.910168
1,7.000,xz,59,-0.729213,6.109932
1,7.000,xz,60,-0.737020,6.138259
1,7.000,xz,61,-0.766597,6.370970
1,7.000,xz,62,-0.765871,6.488782
1,7.000,xz,63,-0.769093,6.577091
1,7.000,xz,64,-0.757184,6.812195
1,7.000,xz,65,-0.711317,7.012203
1,7.000,xz,66,-0.690995,7.067051
1,7.000,xz,67,-0.690995,7.067051
1,7.000,xz,68,-0.669062,7.121193
1,7.000,xz,69,-0.543045,7.350518
1,7.000,xz,70,-0.467597,7.475072
1,7.000,xz,71,-0.420151,7.548475
1,7.000,xz,72,-0.420151,7.548475
1,7.000,xz,73,-0.386263,7.595654
1,7.000,xz,74,-0.197511,7.772267
1,7.000,xz,75,-0.105357,7.839419
1,7.000,xz,76,-0.060335,7.874279
1,7.000,xz,77,0.043340,7.972585
1,7.000,xz,78,0.043340,7.972585
1,7.000,xz,79,0.164758,8.094289
1,7.000,xz,80,0.204672,8.135360
1,7.000,yz,1,0.000000,0.000000
1,7.000,yz,2,-0.001192,0.029315
1,7.000,yz,3,-0.007690,0.293856
1,7.000,yz,4,-0.008913,0.382162
1,7.000,yz,5,-0.009834,0.470490
1,7.000,yz,6,-0.009834,0.470490
1,7.000,yz,7,-0.011154,0.558769
1,7.000,yz,8,-0.024243,0.939953
1,7.000,yz,9,-0.025138,0.969303
1,7.000,yz,10,-0.026043,0.998651
1,7.000,yz,11,-0.027989,1.057299
1,7.000,yz,12,-0.036553,1.232172
1,7.000,yz,13,-0.038078,1.261291
1,7.000,yz,14,-0.044112,1.377745
1,7.000,yz,15,-0.044112,1.377745
1,7.000,yz,16,-0.047854,1.583446
1,7.000,yz,17,-0.045850,1.730584
1,7.000,yz,18,-0.043431,1.818657
1,7.000,yz,19,-0.041648,1.877348
1,7.000,yz,20,-0.035813,2.082846
1,7.000,yz,21,-0.031703,2.199982
1,7.000,yz,22,-0.031703,2.199982
1,7.000,yz,23,-0.031729,2.464737
1,7.000,yz,24,-0.033410,2.582446
1,7.000,yz,25,-0.034293,2.641286
1,7.000,yz,26,-0.036462,2.876786
1,7.000,yz,27,-0.036462,2.876786
1,7.000,yz,28,-0.037972,2.994418
1,7.000,yz,29,-0.038716,3.023713
1,7.000,yz,30,-0.054034,3.342098
1,7.000,yz,31,-0.055643,3.371091
1,7.000,yz,32,-0.057094,3.400217
1,7.000,yz,33,-0.061493,3.517373
1,7.000,yz,34,-0.062902,3.576134
1,7.000,yz,35,-0.065358,3.664168
1,7.000,yz,36,-0.071664,3.810267
1,7.000,yz,37,-0.073056,3.839444
1,7.000,yz,38,-0.074354,3.868653
1,7.000,yz,39,-0.067178,4.185389
1,7.000,yz,40,-0.052160,4.317501
1,7.000,yz,41,-0.049191,4.343544
1,7.000,yz,42,-0.046166,4.369444
1,7.000,yz,43,-0.008059,4.728705
1,7.000,yz,44,0.000333,4.803823
1,7.000,yz,45,0.008294,4.880629
1,7.000,yz,46,0.013433,4.931840
1,7.000,yz,47,0.019331,4.982486
1,7.000,yz,48,0.043199,5.123462
1,7.000,yz,49,0.043199,5.123462
1,7.000,yz,50,0.065184,5.233022
1,7.000,yz,51,0.088726,5.373761
1,7.000,yz,52,0.099793,5.451136
1,7.000,yz,53,0.114401,5.618690
1,7.000,yz,54,0.117350,5.676576
1,7.000,yz,55,0.117350,5.676576
1,7.000,yz,56,0.121114,5.793647
1,7.000,yz,57,0.125933,5.910168
1,7.000,yz,58,0.146691,6.224300
1,7.000,yz,59,0.148765,6.282692
1,7.000,yz,60,0.148765,6.282692
1,7.000,yz,61,0.149315,6.312075
1,7.000,yz,62,0.149706,6.518221
1,7.000,yz,63,0.150399,6.577091
1,7.000,yz,64,0.150562,6.606542
1,7.000,yz,65,0.145155,6.841307
1,7.000,yz,66,0.141782,6.899189
1,7.000,yz,67,0.137184,6.956282
1,7.000,yz,68,0.124138,7.067051
1,7.000,yz,69,0.124138,7.067051
1,7.000,yz,70,0.080364,7.325617
1,7.000,yz,71,0.076218,7.350518
1,7.000,yz,72,0.041167,7.548475
1,7.000,yz,73,0.036481,7.572299
1,7.000,yz,74,0.004365,7.701670
1,7.000,yz,75,-0.014819,7.755159
1,7.000,yz,76,-0.066450,7.874279
1,7.000,yz,77,-0.094998,7.951987
1,7.000,yz,78,-0.121535,8.034119
1,7.000,yz,79,-0.156515,8.135360
1,7.000,yz,80,-0.156515,8.135360
1,9.000,xz,1,0.000000,0.000000
1,9.000,xz,2,0.019880,0.228827
1,9.000,xz,3,0.051562,0.522309
1,9.000,xz,4,0.051562,0.522309
1,9.000,xz,5,0.051562,0.522309
1,9.000,xz,6,0.058132,0.587582
1,9.000,xz,7,0.094424,0.913448
1,9.000,xz,8,0.094424,0.913448
1,9.000,xz,9,0.094424,0.913448
