gen,time,view,point,coord1,coord2
1,3.000,xz,93,-0.022952,0.545280
1,3.000,xz,94,-0.026494,0.551728
1,3.000,xz,95,-0.026494,0.551728
1,3.000,xz,96,-0.016254,0.560173
1,3.000,xz,97,-0.007836,0.567982
1,3.000,xz,98,-0.024211,0.577206
1,3.000,xz,99,-0.035375,0.580771
1,3.000,xz,100,-0.024382,0.585592
1,3.000,xz,101,-0.024382,0.585592
1,3.000,xz,102,-0.039280,0.603888
1,3.000,xz,103,-0.014486,0.607133
1,3.000,xz,104,-0.029354,0.610079
1,3.000,xz,105,-0.056679,0.615423
1,3.000,xz,106,-0.056679,0.615423
1,3.000,xz,107,-0.034772,0.617315
1,3.000,xz,108,-0.034772,0.617315
1,3.000,xz,109,-0.037026,0.620583
1,3.000,xz,110,-0.047148,0.622562
1,3.000,xz,111,-0.043814,0.627095
1,3.000,xz,112,-0.043814,0.627095
1,3.000,xz,113,-0.047044,0.629050
1,3.000,xz,114,-0.047044,0.629050
1,3.000,xz,115,-0.050669,0.644305
1,3.000,xz,116,-0.067699,0.658686
1,3.000,xz,117,-0.090374,0.670522
1,3.000,xz,118,-0.090374,0.670522
1,3.000,xz,119,-0.102042,0.685289
1,3.000,xz,120,-0.088398,0.685280
1,3.000,xz,121,-0.096710,0.684888
1,3.000,xz,122,-0.089879,0.684486
1,3.000,xz,123,-0.092236,0.685291
1,3.000,xz,124,-0.097102,0.687407
1,3.000,xz,125,-0.101003,0.699201
1,3.000,xz,126,-0.112134,0.703511
1,3.000,xz,127,-0.095942,0.706377
1,3.000,xz,128,-0.108937,0.708459
1,3.000,xz,129,-0.114343,0.712987
1,3.000,xz,130,-0.138652,0.713724
1,3.000,xz,131,-0.126780,0.718639
1,3.000,xz,132,-0.135901,0.724472
1,3.000,xz,133,-0.122907,0.731781
1,3.000,xz,134,-0.127305,0.745902
1,3.000,xz,135,-0.135061,0.749915
1,3.000,xz,136,-0.135061,0.749915
1,3.000,xz,137,-0.114825,0.751847
1,3.000,xz,138,-0.138689,0.764029
1,3.000,xz,139,-0.113366,0.775355
1,3.000,xz,140,-0.132098,0.783502
1,3.000,xz,141,-0.121241,0.790387
1,3.000,xz,142,-0.135817,0.794650
1,3.000,xz,143,-0.135817,0.794650
1,3.000,xz,144,-0.143768,0.799881
1,3.000,xz,145,-0.143768,0.799881
1,3.000,xz,146,-0.134218,0.815657
1,3.000,xz,147,-0.125195,0.818755
1,3.000,xz,148,-0.153092,0.824049
1,3.000,xz,149,-0.142707,0.827482
1,3.000,xz,150,-0.141726,0.834728
1,3.000,xz,151,-0.141847,0.838673
1,3.000,xz,152,-0.150187,0.858605
1,3.000,xz,153,-0.141896,0.862108
1,3.000,xz,154,-0.144848,0.872545
1,3.000,xz,155,-0.144848,0.872545
1,3.000,xz,156,-0.164113,0.878126
1,3.000,xz,157,-0.153855,0.885055
1,3.000,xz,158,-0.146585,0.885810
1,3.000,xz,159,-0.146585,0.885810
1,3.000,xz,160,-0.141450,0.897276
1,3.000,xz,161,-0.131391,0.902220
1,3.000,xz,162,-0.161502,0.906322
1,3.000,xz,163,-0.133836,0.932663
1,3.000,xz,164,-0.133836,0.932663
1,3.000,xz,165,-0.132648,0.936800
1,3.000,xz,166,-0.132648,0.936800
1,3.000,xz,167,-0.129215,0.939785
1,3.000,xz,168,-0.115477,0.942436
1,3.000,xz,169,-0.115477,0.942436
1,3.000,xz,170,-0.116556,0.948663
1,3.000,xz,171,-0.135138,0.961981
1,3.000,xz,172,-0.117293,0.970782
1,3.000,xz,173,-0.117293,0.970782
1,3.000,xz,174,-0.125307,0.978955
1,3.000,xz,175,-0.101066,0.986616
1,3.000,xz,176,-0.101066,0.986616
1,3.000,xz,177,-0.102059,0.991091
1,3.000,xz,178,-0.107893,0.995953
1,3.000,xz,179,-0.096450,1.000540
1,3.000,xz,180,-0.111013,1.004627
1,3.000,xz,181,-0.094994,1.010010
1,3.000,xz,182,-0.090813,1.015936
1,3.000,xz,183,-0.090813,1.015936
1,3.000,xz,184,-0.080898,1.026149
1,3.000,xz,185,-0.066224,1.038816
1,3.000,xz,186,-0.066224,1.038816
1,3.000,xz,187,-0.068883,1.039949
1,3.000,xz,188,-0.066249,1.040775
1,3.000,xz,189,-0.032777,1.041526
1,3.000,xz,190,-0.068539,1.042168
1,3.000,xz,191,-0.027845,1.053394
1,3.000,xz,192,-0.027845,1.053394
1,3.000,xz,193,-0.037138,1.057288
1,3.000,xz,194,-0.037138,1.057288
1,3.000,xz,195,-0.037138,1.057288
1,3.000,xz,196,-0.025103,1.075949
1,3.000,xz,197,-0.002795,1.079809
1,3.000,xz,198,-0.002795,1.079809
1,3.000,xz,199,0.000261,1.083136
1,3.000,xz,200,0.000261,1.083136
1,3.000,yz,1,0.001187,-0.005240
1,3.000,yz,2,0.001187,-0.005240
1,3.000,yz,3,-0.006136,-0.002191
1,3.000,yz,4,0.014213,0.010369
1,3.000,yz,5,-0.010467,0.015954
1,3.000,yz,6,0.015718,0.030269
1,3.000,yz,7,0.012739,0.034877
1,3.000,yz,8,0.004072,0.059908
1,3.000,yz,9,0.007202,0.064210
1,3.000,yz,10,0.007202,0.064210
1,3.000,yz,11,0.014078,0.067064
1,3.000,yz,12,-0.002214,0.068512
1,3.000,yz,13,-0.005418,0.073484
1,3.000,yz,14,-0.005050,0.090647
1,3.000,yz,15,-0.005050,0.090647
1,3.000,yz,16,-0.005050,0.090647
1,3.000,yz,17,0.002144,0.096715
1,3.000,yz,18,0.011169,0.102051
1,3.000,yz,19,-0.005577,0.113651
1,3.000,yz,20,-0.005577,0.113651
1,3.000,yz,21,0.001044,0.124011
1,3.000,yz,22,0.011197,0.128839
1,3.000,yz,23,0.011197,0.128839
1,3.000,yz,24,0.007220,0.132612
1,3.000,yz,25,-0.014772,0.142315
1,3.000,yz,26,0.004653,0.148655
1,3.000,yz,27,-0.000986,0.154441
1,3.000,yz,28,0.005794,0.168471
1,3.000,yz,29,-0.011630,0.182976
1,3.000,yz,30,-0.006060,0.187907
1,3.000,yz,31,-0.006060,0.187907
1,3.000,yz,32,-0.006060,0.187907
1,3.000,yz,33,0.008862,0.194374
1,3.000,yz,34,0.001222,0.202754
1,3.000,yz,35,-0.003349,0.215858
1,3.000,yz,36,-0.003349,0.215858
1,3.000,yz,37,0.001262,0.221833
1,3.000,yz,38,0.008136,0.229027
1,3.000,yz,39,0.008136,0.229027
1,3.000,yz,40,0.000580,0.236310
1,3.000,yz,41,0.000470,0.256437
1,3.000,yz,42,-0.005492,0.272009
1,3.000,yz,43,-0.003203,0.280015
1,3.000,yz,44,0.007814,0.285927
1,3.000,yz,45,0.005372,0.289183
1,3.000,yz,46,-0.004402,0.299266
